,instruction,output
7061,User asked: 'are transfers to a beneficiary possible',I'm here to help with that.
7062,User asked: 'Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message',I'm here to help with that.
7063,User asked: 'Will a beneficiary not accept a transfer?',I'm here to help with that.
7064,User asked: 'Why would a transfer to a beneficiary not go through?',I'm here to help with that.
7065,User asked: 'For what reason can I not transfer money to a beneficiary?',I'm here to help with that.
7066,User asked: 'What happens when a beneficiary can't receive my transfer?',I'm here to help with that.
7067,User asked: 'i tried to transfer cryptocurrency into my account but was denied',I'm here to help with that.
7068,User asked: 'Why wasn't my payment to beneficiary X approved?',I'm here to help with that.
7069,User asked: 'My transfer to a beneficiary did not go through.  Why?',I'm here to help with that.
7070,User asked: 'I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?',I'm here to help with that.
7071,User asked: 'Why won't you let me name X as a beneficiary?',I'm here to help with that.
7072,User asked: 'Why couldn't I transfer funds to my beneficiary?',I'm here to help with that.
7073,User asked: 'Why can't I transfer money to a beneficiery?',I'm here to help with that.
7074,User asked: 'Am I allowed to transfer money to a beneficiary?',I'm here to help with that.
7075,User asked: 'Why didn't my transfer to a beneficiary happen?',I'm here to help with that.
7076,User asked: 'A transfer was not allowed to an account.',I'm here to help with that.
7077,User asked: 'Why can't I use this beneficiary?',I'm here to help with that.
7078,"User asked: 'I want to transfer money to a beneficiary, but I couldn't.'",I'm here to help with that.
7079,User asked: 'My funds are not transferring to my bank. Why is this not working?',I'm here to help with that.
7080,User asked: 'Just received a message that my transfer is not possible??  What is going on.  I have done this before with no issues.',I'm here to help with that.
7081,User asked: 'I am trying  to  transfer and  it has been  stopped why is  that',I'm here to help with that.
7082,"User asked: 'This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.'",I'm here to help with that.
7083,User asked: 'I am trying to complete a transfer but I keep getting an error message.',I'm here to help with that.
7084,"User asked: 'I normally have no issues making transfers, so why am I suddenly being told it is not possible?'",I'm here to help with that.
7085,User asked: 'My account did not allow the transfer.',I'm here to help with that.
7086,"User asked: 'Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.'",I'm here to help with that.
7087,User asked: 'Why was my transfer stopped ?',I'm here to help with that.
7088,User asked: 'Why is allowance not being given to my beneficiary?',I'm here to help with that.
7089,User asked: 'I have been trying to exchange this for crypto but the app won't work could you please help me?',I'm here to help with that.
7090,User asked: 'The transfer to my account was not allowed.',I'm here to help with that.
7091,User asked: 'My beneficiary is unable to transact',I'm here to help with that.
7092,User asked: 'I need to move money to another beneficiary. Why is it not working?',I'm here to help with that.
7093,User asked: 'I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.',I'm here to help with that.
7094,User asked: 'the transfer to an account wasn't allowed is there any other way for me to do it',I'm here to help with that.
7095,User asked: 'I was unable to transfer money to a beneficiary.',I'm here to help with that.
7096,User asked: 'Why can't I use my beneficiary?',I'm here to help with that.
7097,User asked: 'Why is this beneficiary being rejected?',I'm here to help with that.
7098,"User asked: 'I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.'",I'm here to help with that.
7099,User asked: 'why did my account decline a incoming transfer',I'm here to help with that.
7100,User asked: 'Why will my transfer not go through?!  Keep getting an error message.',I'm here to help with that.
7101,User asked: 'My transfer to a beneficiary was rejected.',I'm here to help with that.
7102,User asked: 'The transfer to my beneficiary has not gone through',I'm here to help with that.
7103,User asked: 'I wasn't allowed to transfer to my account',I'm here to help with that.
7104,User asked: 'I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.',I'm here to help with that.
7105,User asked: 'I have made several unsuccessful attempts to make a transfer.  I'm getting frustrated at getting error messages and it not going through.',I'm here to help with that.
7106,User asked: 'My money didnt go through after I transferred.',I'm here to help with that.
7107,User asked: 'I tried transferring to an account but it didn't go through. What happened?',I'm here to help with that.
7108,User asked: 'I cant transfer money into my account',I'm here to help with that.
7109,User asked: 'why can't my beneficiary make transactions?',I'm here to help with that.
7110,User asked: 'Why can't I add any beneficiary I choose?',I'm here to help with that.
7111,User asked: 'Why am I unable to transfer money when I was able to before?',I'm here to help with that.
7112,"User asked: 'Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?'",I'm here to help with that.
7113,User asked: 'Why is a transfer to a beneficiary not possible?',I'm here to help with that.
7114,User asked: 'Can you please explain why my beneficiary is not allowed?',I'm here to help with that.
7115,"User asked: 'I tried transferring money to a beneficiary, however, I was unsuccessful.'",I'm here to help with that.
7116,User asked: 'The app won't let me transfer money to a beneficiary',I'm here to help with that.
7117,User asked: 'Why can I not do a transfer to a beneficiary?',I'm here to help with that.
7118,User asked: 'why wasn't a transfer to account approved',I'm here to help with that.
7119,"User asked: 'I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?'",I'm here to help with that.
7120,User asked: 'Why is my beneficiary not being allowed to get payment services?',I'm here to help with that.
7121,"User asked: 'I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?'",I'm here to help with that.
7122,User asked: 'Why can't I transfer to an account?',I'm here to help with that.
7123,User asked: 'I could not transfer funds to a beneficiary; is there a problem with your software?',I'm here to help with that.
7124,User asked: 'Why is my beneficiary not working?',I'm here to help with that.
7125,User asked: 'Why can't you allow my beneficiary?',I'm here to help with that.
7126,User asked: 'My transfer to another account was not allowed. Why is that?',I'm here to help with that.
7127,User asked: 'Why couldn't I transfer to a beneficiairy?',I'm here to help with that.
7128,User asked: 'I couldn't transfer to an account.',I'm here to help with that.
7129,User asked: 'My transfer failed to a beneficiary',I'm here to help with that.
7130,User asked: 'I was unable to transfer to another account.',I'm here to help with that.
7131,User asked: 'Why was I denied the option to transfer money to a selected beneficiary?',I'm here to help with that.
7132,User asked: 'I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?',I'm here to help with that.
7133,User asked: 'Why is this not letting me exchange crypto? I need help making this transaction go through.',I'm here to help with that.
7134,User asked: 'I could not transfer to a beneficiary',I'm here to help with that.
7135,User asked: 'Why cant I transfer to my account?',I'm here to help with that.
7136,User asked: 'Why  am I being told this  transfer will not  go thru',I'm here to help with that.
7137,User asked: 'I couldn't transfer money to a beneficiery',I'm here to help with that.
7138,"User asked: 'While transferring money, its getting error out as my transfer is not possible. Please help me in this as earlier i was able to do it successfully.'",I'm here to help with that.
7139,"User asked: 'Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying.'",I'm here to help with that.
7140,"User asked: 'Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?'",I'm here to help with that.
7141,User asked: 'My account transfer was blocked.',I'm here to help with that.
7142,User asked: 'What is preventing me from adding a specific beneficiary?',I'm here to help with that.
7143,"User asked: 'I couldn't transfer money to my bank, why not?'",I'm here to help with that.
7144,User asked: 'Why cant I send money to a beneficiary?',I'm here to help with that.
7145,User asked: 'How can I transfer money to a beneficiary?',I'm here to help with that.
7146,User asked: 'It shows that the transfer on my account wasn't allowed.',I'm here to help with that.
7147,User asked: 'Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.',I'm here to help with that.
7148,User asked: 'Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.',I'm here to help with that.
7149,User asked: 'Why would I receive an error that my transfer isn't possible when I've done it before?',I'm here to help with that.
7150,User asked: 'My card isn't letting me purchase something and I wanted to know why.',I'm here to help with that.
7151,User asked: 'Why isn't my beneficiary allowed?',I'm here to help with that.
7152,User asked: 'is a transfer to a beneficiary allowed?',I'm here to help with that.
7153,User asked: 'What are then rules on beneficiaries?',I'm here to help with that.
7154,User asked: 'Why can't I buy cryptocurrency on the app?',I'm here to help with that.
7155,User asked: 'Payment did not process',I'm here to help with that.
7156,User asked: 'I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?',I'm here to help with that.
7157,User asked: 'I am having trouble transferring money to a beneficiery.',I'm here to help with that.
7158,"User asked: 'Why won't you take my transfer, I keep getting an error message.'",I'm here to help with that.
7159,User asked: 'beneficiary transfer problems?',I'm here to help with that.
7160,User asked: 'Why would my beneficiary not be allowed?',I'm here to help with that.
7161,"User asked: 'I was transferring some money to a friend, which I thought would be free, but I see there is a charge.  What's up with that?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7162,"User asked: 'There is a fee for a transfer, please explain that to me.'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7163,User asked: 'I didn't know there was a charge for tranferring. What is the charge?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7164,"User asked: 'I transferred money, why was charged for an extra fee?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7165,User asked: 'When I made a transfer I was charged extra.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7166,User asked: 'Is there a fee that comes with transfers?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7167,User asked: 'I shouldn't be charged any fee for transferring .',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7168,User asked: 'I've been using my account while abroad for a while but only recently I've been charged a fee. Why am I only being charged a fee now.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7169,User asked: 'why am I being charged a fee for transferring money ?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7170,User asked: 'I transferred money from one account to another account and I charged a fee for it. Why is that?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7171,User asked: 'Why was I charged extra when transferring?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7172,User asked: 'During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7173,User asked: 'Why did it cost money to transfer funds?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7174,User asked: 'What kind of fees will I pay when I transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7175,User asked: 'My transaction went through but I was charged a fee. Why?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7176,"User asked: 'A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7177,User asked: 'Should I be seeing a fee applied for my money transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7178,User asked: 'Can you please tell me why I was charged an extra fee on my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7179,"User asked: 'I made a transfer and the receiver said an amount was received, but not exactly the same as the right amount. I now have to transfer more to get the remainder to the receiver. Can you alert me about this. What's been happening?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7180,"User asked: 'I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7181,User asked: 'Why is my transfer more expensive than I thought?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7182,User asked: 'Why am I being charged to transfer funds?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7183,User asked: 'I noticed additional charges when transferring?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7184,User asked: 'Why is there a charge for my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7185,User asked: 'I got charged a fee for transferring money.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7186,"User asked: 'I see a transfer fee, but to my understand, that should have been free, what happened?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7187,User asked: 'Why was I charged for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7188,User asked: 'I found a transfer fee - is that correct?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7189,User asked: 'I did a transfer.  What is the extra fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7190,User asked: 'I got an unexpected charge on my transfers. How can I correct this?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7191,User asked: 'Why am I seeing a transfer fee on my bank statement?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7192,"User asked: 'I transferred money, but I think I've been charged a fee for it?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7193,User asked: 'Please explain the fee on a transfer I made.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7194,User asked: 'Why was I charged an extra fee when doing a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7195,"User asked: 'I was charged a fee for the transfer, but can you tell me why?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7196,"User asked: 'So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7197,User asked: 'I bought something online and it says there was a fee to transfer money. Isn't that free?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7198,User asked: 'There's something wrong on my bill. A transfer fee should never have been added.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7199,User asked: 'I did a transfer and was charged a fee that I shouldn't have been!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7200,User asked: 'Why are you charging me a transfer fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7201,User asked: 'Why was a fee changed for my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7202,"User asked: 'I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7203,User asked: 'Does transferring money have a fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7204,"User asked: 'Why did the person I transferred money to not receive the correct amount? What should I do to get them the right amount, do I have to transfer more money to them?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7205,User asked: 'Why is there a fee for my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7206,User asked: 'why is there a fee for the transfer I made?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7207,User asked: 'Why has transferring money resulted in a charge?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7208,User asked: 'Where did my extra fee for the transfer come from?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7209,User asked: 'How much do I have to pay if I want to transfer money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7210,User asked: 'I thought transfers were free. Why was I charged to transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7211,User asked: 'I made a transfer and was charged extra. Why?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7212,"User asked: 'I thought I can make transfers for free, this is not fair. I bought something online from abroad and there was some weird additional fee that I've never seen before?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7213,"User asked: 'I transferred some money recently and saw a fee on my account, what's that for?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7214,User asked: 'Is it normal to see a fee for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7215,User asked: 'Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7216,User asked: 'Why am I being charged for transfers? Are they not free?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7217,User asked: 'Why was I charged this extra fee while doing a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7218,User asked: 'why was i chargged',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7219,User asked: 'Is there a money transfer fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7220,User asked: 'I was under the impression that transfers were going to be free and here I was charged for something I bought overseas!  I don't think this fee is right',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7221,"User asked: 'I thought transfers were free, why was I charged?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7222,User asked: 'Why were there additional charges when I transferred funds?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7223,User asked: 'Are money transfers free?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7224,User asked: 'My transfer seems to be too expensive.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7225,User asked: 'who charged my card',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7226,User asked: 'A receiver let me know that they didn't receive the full transfer I completed and that it was actually a bit less than what I sent. At this point I have to make another transfer to make up for the amount missing. Can you please follow up with what's going  on here?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7227,User asked: 'Could you inform me as to why I have been charged a higher fee for doing banking abroad.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7228,User asked: 'Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7229,"User asked: 'I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7230,User asked: 'Extra charge during transfer',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7231,User asked: 'I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7232,"User asked: 'I made a transfer and the receiver said they haven't actually received the right amount, but it's a bit less. Now I have to transfer more money to make up for the missing bit. Can you please alert me about this, what has been going on?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7233,User asked: 'I was informed that transfers were free. I noticed I have a fee but why?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7234,User asked: 'Will I be charged for transfers?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7235,User asked: 'what is this fee for transfering',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7236,User asked: 'This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7237,User asked: 'I had an unexpected fee',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7238,User asked: 'I was charged a fee for a transfer.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7239,User asked: 'I thought you guys offered free transfers. Why was I charged?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7240,User asked: 'Why would I be charged an extra fee while doing a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7241,"User asked: 'I do not like this, I made a simple transfer but I have an additional charge for doing so.'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7242,User asked: 'What is the reason for the fee charge on my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7243,User asked: 'I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7244,User asked: 'There is a fee from a transfer that is not supposed to be here!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7245,User asked: 'I was under the impression I can make transfers for free. I made an online purchase for something that was obroad and there's some additional strange fee. I've never seen this before and this isn't fair.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7246,User asked: 'why was a extra fee added to my account for transfer ?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7247,User asked: 'Why did you charge me a fee when I made a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7248,User asked: 'Why have I been charged a fee for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7249,User asked: 'Are transfers not free? I didn't know I would be charged for transfers.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7250,User asked: 'Why was I charged a fee for transferring money',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7251,User asked: 'Am I charged a fee to transfer funds?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7252,User asked: 'Can you please explain why I was charged an extra fee for my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7253,User asked: 'Someone made a mistake on my money transfer because I was charged extra fees.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7254,"User asked: 'I've use my accounts all the time to manage my payments for my place abroad that I just got. I now see that I suddenly have new fees.I'm a frequent customer, so why are you charging me new fees instead of rewarding me?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7255,User asked: 'I did a transfer and I was charged a fee that shouldn't be there!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7256,User asked: 'Why was I charged a random fee for a transfer I made?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7257,User asked: 'Why am I seeing a fee for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7258,"User asked: 'I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7259,User asked: 'I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7260,User asked: 'I thought that transfers are free. Why was I charged an extra fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7261,User asked: 'I am confused about your fee structure and was disappointed to see a fee for my transfer.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7262,User asked: 'I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7263,User asked: 'Why was there an extra charge when I transferred money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7264,User asked: 'Why is there a fee on my money transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7265,"User asked: 'I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7266,User asked: 'What is this fee for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7267,User asked: 'I have used this account overseas recently. Has there been an increase in fees that I am unaware of?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7268,User asked: 'why was i charged a fee to transfer',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7269,User asked: 'I need to know how much it costs to transfer funds.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7270,User asked: 'I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7271,User asked: 'Why did I get charged a fee for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7272,User asked: 'Why did I get charged for a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7273,"User asked: 'I have used my account abroad for a while without any fees, why am I being charged additional fees all of a sudden?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7274,User asked: 'Can you elaborate on why I have an extra charge just for transferring?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7275,User asked: 'Why was I charged a fee to transfer money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7276,User asked: 'Is it free to transfer money or is there a fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7277,"User asked: 'I was charged a fee when I transferred my funds, why?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7278,"User asked: 'I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7279,"User asked: 'So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair.'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7280,User asked: 'Is there a fee for transferring money',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7281,User asked: 'Why was money taken for a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7282,"User asked: 'I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done ?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7283,User asked: 'I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7284,User asked: 'Why is there an extra fee on a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7285,"User asked: 'Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7286,User asked: 'A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7287,User asked: 'Can you explain the transfer fee that I was charged?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7288,User asked: 'Why am I being charged for transferring money?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7289,"User asked: 'After reviewing my charges, I see I was charged a fee for a transfer I did, why?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7290,User asked: 'Why do I see a fee when I do a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7291,User asked: 'How come I can see an extra charge for my transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7292,User asked: 'I don't think I was supposed to be charged so much.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7293,User asked: 'I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7294,User asked: 'When I was transferring money I was charged extra why?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7295,"User asked: 'I was charged a transfer fee, why is that?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7296,User asked: 'I have a fee listed for a transfer.',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7297,User asked: 'I noticed that there was an extra charge fee on my account. Could You explain to me why?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7298,User asked: 'Hey there's a fee for a transfer on my account.  Why?!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7299,User asked: 'Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7300,User asked: 'Why do I have an unexpected fee on my bill?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7301,User asked: 'I just transferred some money. Why was I charged a fee?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7302,User asked: 'Why is there a fee for doing a transfer?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7303,User asked: 'Why are there additional fees for transfers?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7304,"User asked: 'After a transfer, I see an extra fee.  Why?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7305,User asked: 'Hey I thought transfers were free.  Why are you charging me?',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7306,"User asked: 'I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?'",Transfer fees depend on the amount and destination. Check your transaction summary in the app.
7307,User asked: 'I made a transfer and was charged an extra fee!',Transfer fees depend on the amount and destination. Check your transaction summary in the app.
